Sentence	Emotion
이 험난한 시국에 활력소가 되어주어서 감사해요!!	행복
시원한 기사 감사드립니다	행복
 그리고 쉬지않고 밤낮 고생하시는 택배 기사님들 감사해요	행복
그동안 박근혜정권과 최전방에서 싸우시느라 고생하셨어요	행복
 대통령님을 지지하는 대한민국 국민은 조용이 응원하고 있습니다	행복
연경이 누나 화이또	행복
이재용영장재청구감사.	행복
대한민국 국민으로서 자랑스럽습니다	행복
유진이스타킹서비스받고싶당!	행복
평생 소장♥	행복
 순신이 없었으면 어떡할 뻔했어.	행복
감사합니다	행복
그냥 아무것도 없는 스튜디오에서 의상 가져다가 했던 우천시취소특집처럼 해줘도 정말 고마운데 ㅠ ㅠ	행복
이제 탈 벗어라 수고햇다	행복
오호 땡큐요	행복
수고하셨어요ㅠㅠ	행복
아침부터 좋은 글 감사합니다ㅎㅎ	행복
수고하고들 계십니다.	행복
 요새는 스마트폰이 기능이 좋아서 .	행복
약쟁이긴 하지만 빤짝 스타는 아닌듯	행복
애국시민 여러분 모여주십시오.	행복
 당신같은분께서 민주주의의 양심입니다!!!!	행복
오늘 알바면접보고왔는데 내일부터 출근해라고했다	행복
제가 놓치는 환자정보 있으면 알려주고바빠서 차트를 자세히 못볼때가 많은데 간호사들이 다파악하고 있어서 같이 일하는 입장에서 정말 고마워요.	행복
 맨날 눈팅만 하다가 제가 잘 아는 분야에서 도움을 드리고자 이렇게 글을 남깁니다	행복
그래도 군대잘갔다오라고해주신분들께 마지막으로감사말씀 드리고출처를 클릭해주세요^^3	행복
문의사항이나 제보는 아래로 연락주시면 감사하겠습니다.	행복
 핑계인건 알지만 그래도 착하게 거절해줘서 고마웠어요.	행복
여러분의 성원에 힘입어wii로 바꿨습니다0	행복
늘 감사한 마음이 커요.	행복
 댓글 에 대답 해주시면 감사하겠습니다!!!!!^^	행복
감사했었습니다	행복
그래도 베이비웰 덕에 조금씩 설사가 멈추네요	행복
 답해 주시면 감사하겠습니다~!	행복
관심 많이 가져주신거 다시한번 감사드립니당^_^	행복
조언들 정말 감사합니다.	행복
알려주시면 감사해요 ^.^!	행복
감사합니다...^^	행복
 여태까지 경기하시면서 최선을 다하시는모습 감사합니다	행복
 그리고 감기는 님덕분에 다나았네요~	행복
생일 추카 해요	행복
그냥 음식만들길 좋아하는 나는...항상 환상 그 자체입니다...	행복
"연아선수, 마음에서 우러 나오는 축하와 감사를 보내요."	행복
집사람이 백주부님 요리프로그램을 넘 좋아해요~~~	행복
감사^*^	행복
 항상 고마워요	행복
어제 누나 페북보고 가입한건데 반갑고 매일 라디오 잘 듣고 있어요	행복
팬해줘서 고맙다는 승관아 뭐가 고맙다는건지 오히려 내가 항상 고맙고 미안한데 !	행복
기본을 배우는것 같아 좋습니다...	행복
 모두 백선생님으로 부터입니다......	행복
항상 좋은 요리법들을 쉽게 설명하셔서..	행복
멋진 미소와  멋진 방송 감사해유!!!!!!!	행복
 요리를 해봐야겠다는 용기를 내게 해주셔서 감사합니다.	행복
땡큐.^^	행복
 좋은 레시피 감사합니다	행복
쉽고 간편한 레시피 감사해요.	행복
 그리구 화이팅 건강하시구요	행복
라면도 못끓이던 제가 국을 끓이고  음식을 만들고 요리를 하고 있습니다.	행복
백주부님 덕분에 살 길을 찾았습니다.	행복
덕분에 맛난거 맹글어 먹었습니다	행복
 감사~~	행복
 오빠들이 존재하기에 고맙고 이렇게 좋은노래로 캐럿들 감동시켜줘서 고마워요.	행복
 넘 감사합니다.	행복
감사히 먹었습니다	행복
요리에 대한 두려움을 없애 주시는 분 감사드립니다~~	행복
백주부님 항상 응원합니다.	행복
좋은 말씀 이 네 여 ^^;...	행복
요리란 어려운 것이라고 생각했는데요즘 백선생 덕분에 쉽게 생각들어간혹 부억에서서 조리를해 봅니다	행복
열심히 응원할께요~	행복
  광고보는 재미까지 주셔서 감사	행복
음식을 너무 쉽게 후딱후딱해주셔서직장맘으로 잘보고 있습니다.	행복
감사합니다..	행복
쉽게음식식을 할수 있어 감사합니다	행복
   감사드리고 화이팅 하세요  ~~	행복
복많이 받으실거예요.	행복
 맨날 승리 소식 들으니까 저까지두 넘 좋더라구여..	행복
제가 아직 요리 초보인데 백주부님의 방송을 보면 저같은 학생들도 쉽게 보고 따라할수 있어요	행복
오랜만에왔는데  수고많으시내요	행복
맛있는것 많이 해줘서 감사해요~~	행복
아주 편하게 음식을 할 수 있을 것 같아요	행복
또 한번 행복의 세계로 초대해줘서 너무나 감사해요..ㅠㅠ	행복
 그리고 태어나줘서 고마워요 !	행복
쉽고 간단하게 맛있게 요리를 할수 있게 가르쳐 줘서 감사합니다.	행복
집밥백선생님 프로그램 너무너무 잘 보고 있습니다.	행복
백선생님 감솨요~~~~~~~~~~~	행복
감사할 뿐입니다 ^-^	행복
 항상 감사 합니다.	행복
항상 열심히 하시는 모습 보기 좋구요	행복
 지금도 너희는 캐럿들의 기대에 부응하기 위해 타국에서 열심히 노력하고 있겠지!	행복
 감사합니다^^	행복
몰랐다.진정 나다운 모습이 무엇인지고맙다.	행복
항상 고마워요	행복
계속되는 맛있는 음식 쉽게할수 있어소 고마워유!!~~  ㅎㅎ	행복
넘 감사 감사  화이팅~	행복
뭐..개..개인적으로 힘든거..  형돈이형 보면서 마음좀 달래고 있네요..	행복
백주부님 좋은 요리 연구 파이팅	행복
백주부님 프로 잘 보고 있어요..	행복
항상 매주마다 유느님 모습들이 재밌게 보여주시니감사합니다	행복
장예원님 감사합니다.	행복
그리고 1004까지 갈 수 있게 해주신 예지력 회원 분들께 감사드립니다	행복
연아선수 정말 축하해요~~	행복
 그래서 걱정을 조금 덜었어요 ㅠㅠ	행복
영원히 저희들 곁에서 정말 손쉽게 음식을 만드는 법을 알려주시는 백주부님...	행복
20년차 주부인 제가 이제서야 음식을 즐기면서 만듭니다	행복
 감사합니다~^.~	행복
축하 합니다.	행복
항상웃음주셔서감사하구요...	행복
넉넉한 이웃에 감사합니다.	행복
지난 1년동안 애쓰고 마음 고생한 감독님의 노고에 찬사를 보냅니다.	행복
 이때까지 예쁘다 활동하신다고 고생많으셨어요	행복
 정말 감사해요..	행복
그래서 항상고마워요♡!	행복
 이렇게 좋은 노래 만들어서 우리에게 들려줘서 고맙고 사랑합니다♥♥	행복
어머님감사합니다♡	행복
넘 축하하고 태어나 줘서 고맙고 ㅎㅎ	행복
  감사합니다.^^	행복
감사합니다~	행복
백주부님덕분에요 ~~~	행복
쉽게알려주시니 머리에쏙쏙	행복
놓치기 쉬운 부분을 잘 정리해주는 것 같아 큰 도움 얻었습니다	행복
"수고 하셨어요,"	행복
모든게 다  감사합니다	행복
역시 오빤해내실 줄 알았어요~	행복
재미있는 형돈오빠 항상 파이팅 ! ㅋㅋ	행복
"덕분에 아내와 애들에게 좋은 남편,아빠가 되고 있습니다."	행복
요즘 백주님 덕분에 온가족 입이 즐거워지고 있어요	행복
늘 감사합니다	행복
 캐럿들을 위해 열심히 해준게 너무 고마워요ㅠㅠㅠㅜㅠㅠㅠㅜ	행복
감사해요.	행복
요즘 백주부님 덕분에 좋은 레시피 많이 배웁니다!	행복
언제나 화이팅하시구 감사합니다~~~	행복
정말 고맙습니다  그리고 ㅎㅎ	행복
항상 반짝반짝 빛나고 있고 진짜 제 가수가 되어주셔서 감사합니다.	행복
요리를 겁내하는 저에게 요리를 할 수 있게 쉽게 알려 주시니 감사드려요.	행복
간단한데 맛있기까지 근데ㅋ	행복
 항상 감사 합니다.	행복
메뉴가 풍성해요	행복
그리고 웃음을 주셔서 감사해요...	행복
 쉽고 따라하면 맛이 보장되는 요리 계속가르쳐주세요.	행복
 너무너무 고맙고 사랑하고 응원해요?	행복
백주부님 축복 받으세요~~	행복
 그냥 고마워요	행복
항상 건강한 웃음주셔서 고맙삼...	행복
너무너무 올려줘서 고마워요ㅜㅜㅜ	행복
 감솨합니당~ *^^*	행복
 언제나 사랑하고 존경하고 감사합니다!!♡	행복
요리에 쉽게 다가설 수 있도록 해 주심 감사드립니다.	행복
백종원님 좋은 정보 감사합니다.	행복
항상 변함 없는모습에 감사드립니다^^	행복
진정한 금메달은 당신입니다.	행복
??태어나줘서 너무너무 고마워요~	행복
  그리고 너무 고마워요!	행복
백주부님 덕에 요리에 관심이 가네요......	행복
쉬운 설명과 편안함으로 넘 매력적인 백주부님^^	행복
감사해요	행복
"요즘  우리 신랑은 새로은 반찬만 생기면,바로 ""백주부가 알려줬어?"" 이러고 물어봅니다."	행복
너무 너무 감사드려요.	행복
감사합니다^^	행복
방송을 보며 많이 배우고있습니다	행복
백 선생님 레시피 많이 도움됩니다아	행복
우리를 17년동안 기쁘게 해주셨는데 우린해드릴게 없네요	행복
연아야 고마워~	행복
캐럿 때문에 많은 멋진 모습을보이고 줘서 고맙습니다 ♡ㅠㅠ	행복
항상 재미있는 웃음 보여주셔서 감사드립니다!!	행복
어찌나 반갑던지..감사	행복
 티비 잘보고있습니다 ^^	행복
간단하고 쉽게배워 너무 좋아요	행복
덕분에 요리가 무지 쉬어_어요	행복
2016동안 너무 고생했어!!	행복
????데뷔해줘서 너무 고마워요!!	행복
흐항상 너무 고맙고 보고싶고 내 가수!	행복
슈가보이 요즘은농담도잘하시고넘~~^^*잘해용 슈가뿅	행복
따라하기 좋은 래시피 감사합니다.	행복
더 열씨미 응원할께여...	행복
늘감사합니다	행복
경질경기 잘봤습니다	행복
청소아주머니 사이다 발언!!!!! 맨날 댓글로 욕해도 듣지못하는데 거기서 해주셔서 감사합니다!!	행복
기회가 허락해 가게 되더라도 꼭 낙하산을 매고 가겠습니다.	행복
이미내려갈팀을 구해낸분인데	행복
화이팅♡♡ 특검	행복
아버지덕에 손흥민이 상무에서 전성기를 보내게 됐습니다	행복
홧팅 jtbc~~♥	행복
공포스러운 최순실 처단해주는 특검에 오늘도 삼성은 감사해야한다.	행복
김종민씨 대상 축하드립니다.	행복
못생겨도 푸근해서 남자들이 좋다고 하는데 하면 좋은줄 알아라 걍	행복
한화가 이토록 까이는 이유는 수비에도 응원해주시는 최강 마리화나 팬들도 한 몫 하지	행복
전에 1박2일에 김c가 있었던거 처럼 시즌3에서는 구탱이형이 그역할을 잘해주었지	행복
어려운 시국에 수능 보느라 정말 수고 많았습니다.	행복
감사합니다 변호사님 존경합니다	행복
추운날씨에 고생이 많으십니다	행복
불편할수도 있지만 그런건 둘째치고 파업 절대 지지합니다.	행복
"멀고 먼 타지에서도 대한민국 국민임을, 잊지 않고 활동해주셔서 감사합니다."	행복
축하합니다 굿	행복
이런다고 박근혜가 스스로 내려오진 않겠지만 그래도 집회나가신분들 응원합니다	행복
노을이 덕분에 함틋 본다	행복
아는형님 넘 재미있어요 홧팅!	행복
말도 조리있게 잘하고 맞는말 해주고 지금 대통령이랍시고 계시는 분보다 훨씬 낫다.	행복
이병규 선수 수고하셨습니다. 항상 응원하겠습니다.	행복
정말 칭찬받아 마땅한 기사입니다.	행복
나이 먹을수록 더 멋져지는 그야말로 배우 공유님 감사합니다	행복
특검팀에 찬사를보냅시다	행복
오랜만에 예능출연 ㅠㅠ 햄보카다?	행복
노승일씨 참 든든해요	행복
모두들 수고하셨어요^^	행복
만세ㅜㅜㅜㅜㅠ탈_만세ㅜㅜㅜㅜ쉽지않은 결정이였을텐데 너무 고마워요	행복
새해 첫날부터 수고 많으십니다!	행복
대한민국인의 한 사람으로서 인터넷 강국임을 자랑스럽게 생각한다!!!!!!!!!!	행복
박원순은 나라를 위해 결단을 한 것!!!	행복
1초의 시간은 나에게 많은 일을 할 수 있는 시간이지.	행복
고개 숙여 감사드립니다.	행복
좋은 기사 잘 읽었습니다	행복
"특검팀. . ,멋지요~~~^^♥♥"	행복
1승이 천금같은 요즘 그래도 이겨서 다행이네..	행복
강한울 선수... 진짜 환상적인 수비 가끔씩 보여주면서 미운 정 고운 정 다 들었는데...ㅜㅜ 가서 꼭 성공해요	행복
원정출산을 막아주신다니 너무도 황공하옵니다 트럼프씨ㅋㅋ	행복
기아팬으로도 이건 좀 아닌데... 그래도 이렇게 해서라도 내년 우승만 한다면 머~ 조치~~~ ㅎㅎ	행복
우리나라도 동등히 받는게 나을듯~~	행복
그 특유의 유쾌함이 참 팀에 많은 도움을 준다. 고마워요~	행복
안희정의 부드러운 강인함과 인간적 매력이 승리하지 않을까 싶다.	행복
특검 힘내셍·	행복
이번결정은 환영한다 완영아 !	행복
내년 V6 부탁드립니다	행복
특검 감사합니다 !!!	행복
나지완이 착한계약했네 고맙다	행복
추운데 고생하셨습니다.	행복
